company_url,logo_url,company_name,company_description,batch_url,batch_name,industry_1_url,industry_1_url,industry_2_url,industry_2,location
https://www.ycombinator.com/companies/lunabill,https://bookface-images.s3.amazonaws.com/small_logos/847fd92cf2043da7d18f115344b4d983d4eccc7c.png,LunaBill,AI Voice callers for healthcare billing teams,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,https://www.ycombinator.com/companies?industry=Healthcare%20IT,Healthcare IT,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/axial-composites-industries,https://bookface-images.s3.amazonaws.com/small_logos/007bb2c508bd83c57c360e94b7f692b23ba29ca1.png,Axial Composites Industries,Carbon Fiber Manufacturing at the Speed of Software,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,https://www.ycombinator.com/companies?industry=Aviation%20and%20Space,Aviation and Space,
https://www.ycombinator.com/companies/velvet,https://bookface-images.s3.amazonaws.com/small_logos/3c02ad81894db8e1b1d0e71c379c7cae04211613.png,Velvet,Data for world models,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/diligencesquared-inc,https://bookface-images.s3.amazonaws.com/small_logos/e75ae93d8e056556c69cc8d6215f5c6787ea95eb.png,DiligenceSquared,AI-powered market due diligence for investment decisions,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Analytics,Analytics,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/amera,https://bookface-images.s3.amazonaws.com/small_logos/d7bb0bb02c318b2ce1debb47ea96eaba0ea5c5b3.png,Amera,Automating claims processing workflows for health insurance payers.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,https://www.ycombinator.com/companies?industry=Insurance,Insurance,
https://www.ycombinator.com/companies/forge-robotics,https://bookface-images.s3.amazonaws.com/small_logos/fc718543c8da7c7d1c6d5308ecd4cde3ca18269c.png,Forge Robotics,A robotics intelligence system for metal fabrication,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,https://www.ycombinator.com/companies?industry=Manufacturing%20and%20Robotics,Manufacturing and Robotics,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/bluma,https://bookface-images.s3.amazonaws.com/small_logos/2fb4b30a87ff49eecaaa2a8e93e689ddecfde446.png,Bluma,AI short form content engine,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Marketing,Marketing,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/lightberry,https://bookface-images.s3.amazonaws.com/small_logos/d547e87dd8a95aef15364dc6867d855165863209.png,Lightberry,The social brain for robots.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,https://www.ycombinator.com/companies?industry=Manufacturing%20and%20Robotics,Manufacturing and Robotics,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/the-hog,https://bookface-images.s3.amazonaws.com/small_logos/6ba9edbf42a04ad97bf80ea5c1940458e14f3f70.png,The Hog,AI Demand Gen for Companies,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Marketing,Marketing,
https://www.ycombinator.com/companies/telemetron-ai,https://bookface-images.s3.amazonaws.com/small_logos/db4f19af21f2acf6ffe0cf95e59e6961ae9e1f89.png,Telemetron,Support and Operations Platform for Hardware Companies,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,
https://www.ycombinator.com/companies/boom-ai,https://bookface-images.s3.amazonaws.com/small_logos/e240d7b6e048d06c397f1f72707e3cd4fc0ad63d.png,Boom AI,AI growth team for e-commerce brands,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/freeport-markets,https://bookface-images.s3.amazonaws.com/small_logos/7785e7f2104cbe8c0fd7a9462d42a9b03d5aeb86.png,Freeport Markets,Tradable Twitter Feed,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,https://www.ycombinator.com/companies?industry=Consumer%20Finance,Consumer Finance,"New York, NY, USA"
https://www.ycombinator.com/companies/miniswap,https://bookface-images.s3.amazonaws.com/small_logos/19d8cd9731e5b803cf28ada75d13c38049717b0e.png,Miniswap,The Marketplace for Complex Hobbies,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,https://www.ycombinator.com/companies?industry=Gaming,Gaming,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/rovi-health,https://bookface-images.s3.amazonaws.com/small_logos/854d5ebc9419a8974e7acf5bf13e395923c740a6.png,Rovi Health,AI healthcare concierge for employees,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,,,"New York, NY, USA"
https://www.ycombinator.com/companies/castari,https://bookface-images.s3.amazonaws.com/small_logos/93b8f2a59336dfc904201981cfcd3455964d5be2.png,Castari,Vercel for AI Agents – One click deploy for the Claude Agent SDK,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Infrastructure,Infrastructure,
https://www.ycombinator.com/companies/jarmin,https://bookface-images.s3.amazonaws.com/small_logos/a48984c0a7bc281e9b076876c8d571aaf44c799e.png,Jarmin,24/7 Machine Learning Engineer employees,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/exonic,https://bookface-images.s3.amazonaws.com/small_logos/144f0914ccf312aeee94512a8dc4a6cf9502f07e.png,Exonic,Crowdsourcing drug discovery.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,https://www.ycombinator.com/companies?industry=Drug%20Discovery%20and%20Delivery,Drug Discovery and Delivery,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/uselemma,https://bookface-images.s3.amazonaws.com/small_logos/c12ccaaa4d43530a4f13abb208362f187f33e86d.png,Lemma,Continuous learning for AI agents,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"https://www.ycombinator.com/companies?industry=Engineering,%20Product%20and%20Design","Engineering, Product and Design","San Francisco, CA, USA"
https://www.ycombinator.com/companies/mantle,https://bookface-images.s3.amazonaws.com/small_logos/29b0a2a5ad266c29913c6cd737b023935ee784ba.png,Mantle,Build internal agents to automate back office work with one prompt,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Operations,Operations,
https://www.ycombinator.com/companies/karumi,https://bookface-images.s3.amazonaws.com/small_logos/cc73de6be4a68b9b42a71616ee477afce055a351.png,Karumi,The Waymo of Personalized demos,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Sales,Sales,
https://www.ycombinator.com/companies/icarus,https://bookface-images.s3.amazonaws.com/small_logos/641db1cdc907f274cb944fd6796edc486aa6d653.png,Icarus,Stratospheric birds for defense,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,https://www.ycombinator.com/companies?industry=Defense,Defense,"Los Angeles, CA, USA"
https://www.ycombinator.com/companies/savahq,https://bookface-images.s3.amazonaws.com/small_logos/adc8f9d4d6337ea663afc0947984b8597189cd0a.png,Sava,Building the future of trusts,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,,,
https://www.ycombinator.com/companies/denki,https://bookface-images.s3.amazonaws.com/small_logos/1543e40091902a20ba3f9f49ea46c17e0b60e86a.png,Denki,The full-stack AI financial audit firm,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Finance%20and%20Accounting,Finance and Accounting,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/arcten,https://bookface-images.s3.amazonaws.com/small_logos/b8b85a37c57824f6296369d2840bc02a481f8bf6.png,Arcten,We make any product AI-native in an afternoon,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/metorial,https://bookface-images.s3.amazonaws.com/small_logos/7d6cf9656ff81c358bc8acc1f8b0221e2f963a06.png,Metorial,The infra layer for AI integrations.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,Remote
https://www.ycombinator.com/companies/kalpa-labs,https://bookface-images.s3.amazonaws.com/small_logos/e2ae21e5585fe49cdcbe433b98758f630b57fe40.png,Kalpa Labs,Scaling Generalist Speech models,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,
https://www.ycombinator.com/companies/absurd,https://bookface-images.s3.amazonaws.com/small_logos/2a8caed7d0a490086d7e541276710ed25029450f.png,Absurd,AI Brand and Performance Ads at Scale,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Marketing,Marketing,
https://www.ycombinator.com/companies/clad-labs,https://bookface-images.s3.amazonaws.com/small_logos/520e314c8c296821e00ad659cebecef2f5a3e76a.png,Clad Labs,the brainrot ide,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/automax-ai,https://bookface-images.s3.amazonaws.com/small_logos/f265caa416fd1f57b94ea1289947654c7e9e7877.png,Automax.ai,AI native real-estate appraisal firm,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,https://www.ycombinator.com/companies?industry=Housing%20and%20Real%20Estate,Housing and Real Estate,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/specific,https://bookface-images.s3.amazonaws.com/small_logos/5b78cfc7f96ec9c05be6c06823bccd27995a3125.png,Specific,AWS for coding agents,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"https://www.ycombinator.com/companies?industry=Engineering,%20Product%20and%20Design","Engineering, Product and Design","Stockholm, Stockholm County, Sweden"
https://www.ycombinator.com/companies/primer,https://bookface-images.s3.amazonaws.com/small_logos/dfb9fdd67e9cec23e3f52f42df7e06dd89de9d57.png,Primer,AI Product Demos,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/usenarrative,https://bookface-images.s3.amazonaws.com/small_logos/db1362ab305e5a74bfdc1a509c929ce8348b2df9.png,Narrative,AI-Powered Sports Highlights,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Marketing,Marketing,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/crunched,https://bookface-images.s3.amazonaws.com/small_logos/386111466c0c67b245d52cdab2fb675d0a73799e.png,Crunched,Excel AI analyst for Power Users,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Finance%20and%20Accounting,Finance and Accounting,
https://www.ycombinator.com/companies/lua-global-inc,https://bookface-images.s3.amazonaws.com/small_logos/40655594dbcd381c6c79a9439597f94109447459.png,Lua Global Inc,The mid-market agent platform,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,
https://www.ycombinator.com/companies/spatial-ai,https://bookface-images.s3.amazonaws.com/small_logos/48ccf720589ff151d68e0ac6f27d06b351f3fb69.png,Spatial AI,Data for robot foundational models,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"Palo Alto, CA, USA"
https://www.ycombinator.com/companies/sourcebot,https://bookface-images.s3.amazonaws.com/small_logos/8dc3d95366a9f12c7989780cf364009423a55b54.png,Sourcebot,Helping humans and AI agents understand massive codebases,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"https://www.ycombinator.com/companies?industry=Engineering,%20Product%20and%20Design","Engineering, Product and Design","San Francisco, CA, USA"
https://www.ycombinator.com/companies/zalos,https://bookface-images.s3.amazonaws.com/small_logos/b1456a0cab6aece2240abb581d153d9212c6dd68.png,Zalos,"Computer Agents for Finance tasks like reconciliation, in your system!",https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Operations,Operations,
https://www.ycombinator.com/companies/hireglide,https://bookface-images.s3.amazonaws.com/small_logos/f43313bb066e1501a71f08b9bb9435ada83f0e9c.png,HireGlide,The AI-native job board,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Recruiting%20and%20Talent,Recruiting and Talent,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/aside,https://bookface-images.s3.amazonaws.com/small_logos/5583787b8c6dc46895f26ea073266ec40bae7ea0.png,Aside,Live answer copilot for enterprise tech sales,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Sales,Sales,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/scott-ai,https://bookface-images.s3.amazonaws.com/small_logos/e147d1eb5a08ce6e087e44a2f10d637816c7c5db.png,Scott AI,Agentic Workspace for Engineering Team Alignment,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"New York, NY, USA"
https://www.ycombinator.com/companies/everest,https://bookface-images.s3.amazonaws.com/small_logos/f72f7790d8bf3b1bd1e22c33c744503ff17f84d0.png,Everest,AI agents for IT services,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/expected-parrot,https://bookface-images.s3.amazonaws.com/small_logos/fb8df693185d3d01a607d26dc392fa6f5307be2a.png,Expected Parrot,Simulate your customers with AI agents,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"Cambridge, MA, USA"
https://www.ycombinator.com/companies/imagine-ai,https://bookface-images.s3.amazonaws.com/small_logos/c7fea0a13d1489e9cf0af037ebeefb78a17652c2.png,Imagine AI,We build B2B content for your entire team,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Sales,Sales,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/anto-biosciences,https://bookface-images.s3.amazonaws.com/small_logos/83f56c369ac0fb5e70438516e774b8603717940a.png,Anto Biosciences,A Foundation Model for Microbial Communities.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/patent-watch,https://bookface-images.s3.amazonaws.com/small_logos/5c1d7fe830232f3ad92055c328a9c623fe69050a.png,Patent Watch,AI for detecting patent infringements,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"Toronto, ON, Canada"
https://www.ycombinator.com/companies/s2-dev,https://bookface-images.s3.amazonaws.com/small_logos/db49ec4c66c85d205171bbf2f1700ea1146f627c.png,s2.dev,"API for unlimited, durable, real-time streams",https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Infrastructure,Infrastructure,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/tornyol,https://bookface-images.s3.amazonaws.com/small_logos/32e3f0b4a6932eaa071b0b63031b269de4048c47.png,Tornyol,We build micro-drones that kill mosquitoes.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,https://www.ycombinator.com/companies?industry=Consumer%20Electronics,Consumer Electronics,
https://www.ycombinator.com/companies/nucleo,https://bookface-images.s3.amazonaws.com/small_logos/c489d64c631359b79077be36194f234ac5e83b2c.png,Nucleo,The first Agentic platform for Oncology,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,,,
https://www.ycombinator.com/companies/leadbay,https://bookface-images.s3.amazonaws.com/small_logos/37ac409b36b40159c5b6860f03b4e792466ac32c.png,Leadbay,Discover and qualify SMB leads that couldn't be found before.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Sales,Sales,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/pixley-ai,https://bookface-images.s3.amazonaws.com/small_logos/3c23f15ce17b5566bb443e85decbca310887c19c.png,Pixley AI,The first platform where parents & kids can co-create AI cartoon shows,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,https://www.ycombinator.com/companies?industry=Content,Content,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/cortex-ai,https://bookface-images.s3.amazonaws.com/small_logos/1c9246b8eba5ba12a7373a930ea46cc687dddb98.png,Cortex AI,Large-scale real-world robot & human data for embodied AI,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,https://www.ycombinator.com/companies?industry=Manufacturing%20and%20Robotics,Manufacturing and Robotics,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/inspector,https://bookface-images.s3.amazonaws.com/small_logos/3a74c32ba5c193f4216d063ad72608f841e04786.png,Inspector,AI IDE for front-end development,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"https://www.ycombinator.com/companies?industry=Engineering,%20Product%20and%20Design","Engineering, Product and Design","San Francisco, CA, USA"
https://www.ycombinator.com/companies/thesis,https://bookface-images.s3.amazonaws.com/small_logos/834b16b30c5de79bf9dbcd0a4819289bfa937936.png,Thesis,An AI lab at your fingertips.,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/play-health,https://bookface-images.s3.amazonaws.com/small_logos/757bc1cfa9101d42dcc0cd813d53a54fd8552a06.png,Play Health,Perimenopause Care Platform,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,,,"Boulder, CO, USA"
https://www.ycombinator.com/companies/casey,https://bookface-images.s3.amazonaws.com/small_logos/fa8267b34eb44ac708090ff04ca6eeef01fa75d3.png,Casey,Casey automates workflows for the insurance industry,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,https://www.ycombinator.com/companies?industry=Insurance,Insurance,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/selfin,https://bookface-images.s3.amazonaws.com/small_logos/c62fd75050245643921b794ea15f1786d2ee9033.png,Selfin,Building the first AI Bank,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,https://www.ycombinator.com/companies?industry=Consumer%20Finance,Consumer Finance,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/compyle,https://bookface-images.s3.amazonaws.com/small_logos/d64e6601db5d659b1726d0d5ea126494391f5f62.png,Compyle,The coding agent that actually collaborates with you,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"https://www.ycombinator.com/companies?industry=Engineering,%20Product%20and%20Design","Engineering, Product and Design","San Francisco, CA, USA"
https://www.ycombinator.com/companies/lexi,https://bookface-images.s3.amazonaws.com/small_logos/eb8c922483150b7ebb7320f8160a0722809b666c.png,Lexi,AI Associates for Corporate Law,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,https://www.ycombinator.com/companies?industry=Legal,Legal,"San Francisco, CA, USA"
https://www.ycombinator.com/companies/codyco,https://bookface-images.s3.amazonaws.com/small_logos/3f6ef97ecdc81fb89e8dc020bc91142bcb83a908.png,Codyco,The AI Reservation Team for Hotel Groups,https://www.ycombinator.com/companies?batch=Fall%202025,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,,,
